ji,siann,un,tiau,pheng
"移","英","居","下平","i5"
"峓","英","居","下平","i5"
"咦","英","居","下平","i5"
"跠","英","居","下平","i5"
"飴","英","居","下平","i5"
"匜","英","居","下平","i5"
"酏","英","居","下平","i5"
"蛇","英","居","下平","i5"
"虵","英","居","下平","i5"
"痍","英","居","下平","i5"
"扅","英","居","下平","i5"
"彝","英","居","下平","i5"
"宧","英","居","下平","i5"
"圯","英","居","下平","i5"
"瓵","英","居","下平","i5"
"徾","英","居","下平","i5"
"雩","英","居","下平","i5"
"佗","英","居","下平","i5"
"頤","英","居","下平","i5"
"䞅","英","居","下平","i5"
"愉","英","居","下平","i5"
"歟","英","居","下平","i5"
"欤","英","居","下平","i5"
"與","英","居","下平","i5"
"夷","英","居","下平","i5"
"薇","文","居","下平","bi5"
"微","文","居","下平","bi5"
"眉","文","居","下平","bi5"
"睂","文","居","下平","bi5"
"楣","文","居","下平","bi5"
"嵋","文","居","下平","bi5"
"湄","文","居","下平","bi5"
"堳","文","居","下平","bi5"
"郿","文","居","下平","bi5"
"彌","文","居","下平","bi5"
"弥","文","居","下平","bi5"
"瀰","文","居","下平","bi5"
"獮","文","居","下平","bi5"
"溦","文","居","下平","bi5"
"劘","文","居","下平","bi5"
"蘼","文","居","下平","bi5"
"醿","文","居","下平","bi5"
"縻","文","居","下平","bi5"
"糜","文","居","下平","bi5"
"麋","文","居","下平","bi5"
"蘪","文","居","下平","bi5"
"㖐","文","居","下平","bi5"
"儀","語","居","下平","gi5"
"𩦢","語","居","下平","gi5"
"虞","語","居","下平","gi5"
"𠈌","語","居","下平","gi5"
"娛","語","居","下平","gi5"
"宜","語","居","下平","gi5"
"𡧧","語","居","下平","gi5"
"漁","語","居","下平","gi5"
"魚","語","居","下平","gi5"
"愚","語","居","下平","gi5"
"隅","語","居","下平","gi5"
"腢","語","居","下平","gi5"
"嵎","語","居","下平","gi5"
"疑","語","居","下平","gi5"
"嶷","語","居","下平","gi5"
"徐","出","居","下平","tshi5"
"俆","出","居","下平","tshi5"
"伹","出","居","下平","tshi5"
"利","柳","居","下去","li7"
"俐","柳","居","下去","li7"
"浰","柳","居","下去","li7"
"痢","柳","居","下去","li7"
"例","柳","居","下去","li7"
"栵","柳","居","下去","li7"
"㽝","柳","居","下去","li7"
"侶","柳","居","下去","li7"
"呂","柳","居","下去","li7"
"梠","柳","居","下去","li7"
"𢈚","柳","居","下去","li7"
"莅","柳","居","下去","li7"
"涖","柳","居","下去","li7"
"離","柳","居","下去","li7"
"詈","柳","居","下去","li7"
"慮","柳","居","下去","li7"
"濾","柳","居","下去","li7"
"鑢","柳","居","下去","li7"
"哩","柳","居","下去","li7"
"𣟌","柳","居","下去","li7"
"吏","柳","居","下去","li7"
"陛","邊","居","下去","pi7"
"婢","邊","居","下去","pi7"
"庳","邊","居","下去","pi7"
"埤","邊","居","下去","pi7"
"俾","邊","居","下去","pi7"
"亻𤰞","邊","居","下去","pi7"
"備","邊","居","下去","pi7"
"俻","邊","居","下去","pi7"
"𠏆","邊","居","下去","pi7"
"糒","邊","居","下去","pi7"
"比","邊","居","下去","pi7"
"紕","邊","居","下去","pi7"
"避","邊","居","下去","pi7"
"辟","邊","居","下去","pi7"
"薛","邊","居","下去","pi7"
"被","邊","居","下去","pi7"
"敝","邊","居","下去","pi7"
"弊","邊","居","下去","pi7"
"𡚁","邊","居","下去","pi7"
"斃","邊","居","下去","pi7"
"幣","邊","居","下去","pi7"
"濞","邊","居","下去","pi7"
"奰","邊","居","下去","pi7"
"贔","邊","居","下去","pi7"
"𤹝","邊","居","下去","pi7"
"髲","邊","居","下去","pi7"
"𠈺","邊","居","下去","pi7"
"具","求","居","下去","ki7"
"俱","求","居","下去","ki7"
"偈","求","居","下去","ki7"
"伎","求","居","下去","ki7"
"颶","求","居","下去","ki7"
"懼","求","居","下去","ki7"
"惧","求","居","下去","ki7"
"愳","求","居","下去","ki7"
"洎","求","居","下去","ki7"
"忌","求","居","下去","ki7"
"跽","求","居","下去","ki7"
"技","求","居","下去","ki7"
"妓","求","居","下去","ki7"
"芰","求","居","下去","ki7"
"巨","求","居","下去","ki7"
"拒","求","居","下去","ki7"
"炬","求","居","下去","ki7"
"詎","求","居","下去","ki7"
"鉅","求","居","下去","ki7"
"惎","求","居","下去","ki7"
"㥍","求","居","下去","ki7"
"𢗏","求","居","下去","ki7"
"𢚁","求","居","下去","ki7"
"柿","氣","居","下去","khi7"
"𣐈","氣","居","下去","khi7"
"治","地","居","下去","ti7"
"乿","地","居","下去","ti7"
"值","地","居","下去","ti7"
"𠊷","地","居","下去","ti7"
"偫","地","居","下去","ti7"
"𠍰","地","居","下去","ti7"
"雉","地","居","下去","ti7"
"薙","地","居","下去","ti7"
"穉","地","居","下去","ti7"
"稺","地","居","下去","ti7"
"稚","地","居","下去","ti7"
"滯","地","居","下去","ti7"
"痔","地","居","下去","ti7"
"㿃","地","居","下去","ti7"
"䝰","地","居","下去","ti7"
"𧶱","地","居","下去","ti7"
"箸","地","居","下去","ti7"
"筯","地","居","下去","ti7"
"彘","地","居","下去","ti7"
"畤","地","居","下去","ti7"
"被","頗","居","下去","phi7"
"住","曾","居","下去","tsi7"
"𠉧","曾","居","下去","tsi7"
"柱","曾","居","下去","tsi7"
"炷","曾","居","下去","tsi7"
"跓","曾","居","下去","tsi7"
"駐","曾","居","下去","tsi7"
"己","曾","居","下去","tsi7"
"舐","曾","居","下去","tsi7"
"聚","曾","居","下去","tsi7"
"二","入","居","下去","ji7"
"弍","入","居","下去","ji7"
"佴","入","居","下去","ji7"
"貳","入","居","下去","ji7"
"㒃","入","居","下去","ji7"
"樲","入","居","下去","ji7"
"膩","入","居","下去","ji7"
"珥","入","居","下去","ji7"
"餌","入","居","下去","ji7"
"𧊗","入","居","下去","ji7"
"諭","入","居","下去","ji7"
"喻","入","居","下去","ji7"
"裋","入","居","下去","ji7"
"裕","入","居","下去","ji7"
"是","時","居","下去","si7"
"昰","時","居","下去","si7"
"侍","時","居","下去","si7"
"侸","時","居","下去","si7"
"𠊪","時","居","下去","si7"
"㐨","時","居","下去","si7"
"示","時","居","下去","si7"
"視","時","居","下去","si7"
"畤","時","居","下去","si7"
"寺","時","居","下去","si7"
"叙","時","居","下去","si7"
"墅","時","居","下去","si7"
"緒","時","居","下去","si7"
"序","時","居","下去","si7"
"謚","時","居","下去","si7"
"諡","時","居","下去","si7"
"逝","時","居","下去","si7"
"峙","時","居","下去","si7"
"豎","時","居","下去","si7"
"竪","時","居","下去","si7"
"諟","時","居","下去","si7"
"恃","時","居","下去","si7"
"庤","時","居","下去","si7"
"蒔","時","居","下去","si7"
"嶼","時","居","下去","si7"
"鱮","時","居","下去","si7"
"藇","時","居","下去","si7"
"氏","時","居","下去","si7"
"筮","時","居","下去","si7"
"噬","時","居","下去","si7"
"嗜","時","居","下去","si7"
"誓","時","居","下去","si7"
"署","時","居","下去","si7"
"樹","時","居","下去","si7"
"𠐊","時","居","下去","si7"
"㒘","時","居","下去","si7"
"曙","時","居","下去","si7"
"異","英","居","下去","i7"
"异","英","居","下去","i7"
"𠂆","英","居","下去","i7"
"易","英","居","下去","i7"
"伳","英","居","下去","i7"
"𢇸","英","居","下去","i7"
"泄","英","居","下去","i7"
"勩","英","居","下去","i7"
"豫","英","居","下去","i7"
"忬","英","居","下去","i7"
"預","英","居","下去","i7"
"㑥","英","居","下去","i7"
"芋","英","居","下去","i7"
"澦","英","居","下去","i7"
"洩","英","居","下去","i7"
"曳","英","居","下去","i7"
"輿","英","居","下去","i7"
"譽","英","居","下去","i7"
"肄","英","居","下去","i7"
"㑜","英","居","下去","i7"
"裔","英","居","下去","i7"
"未","文","居","下去","bi7"
"味","文","居","下去","bi7"
"寐","文","居","下去","bi7"
"寓","語","居","下去","gi7"
"庽","語","居","下去","gi7"
"𠱐","語","居","下去","gi7"
"馭","語","居","下去","gi7"
"義","語","居","下去","gi7"
"誼","語","居","下去","gi7"
"議","語","居","下去","gi7"
"語","語","居","下去","gi7"
"毅","語","居","下去","gi7"
"御","語","居","下去","gi7"
"遇","語","居","下去","gi7"
"劓","語","居","下去","gi7"
"市","出","居","下去","tshi7"
"彪","邊","丩","上平","piu1"
"滮","邊","丩","上平","piu1"
"髟","邊","丩","上平","piu1"
"丩","求","丩","上平","kiu1"
"㽱","求","丩","上平","kiu1"
"繆","求","丩","上平","kiu1"
"丘","氣","丩","上平","khiu1"
"丠","氣","丩","上平","khiu1"
"蚯","氣","丩","上平","khiu1"
"坵","氣","丩","上平","khiu1"
"𢜥","氣","丩","上平","khiu1"
"鳩","氣","丩","上平","khiu1"
"樛","氣","丩","上平","khiu1"
"𪓔","氣","丩","上平","khiu1"
"虬","氣","丩","上平","khiu1"
"丢","地","丩","上平","tiu1"
"丟","地","丩","上平","tiu1"
"抽","他","丩","上平","thiu1"
"紬","他","丩","上平","thiu1"
"妯","他","丩","上平","thiu1"
"瘳","他","丩","上平","thiu1"
"舟","曾","丩","上平","tsiu1"
"侜","曾","丩","上平","tsiu1"
"𧧔","曾","丩","上平","tsiu1"
"輈","曾","丩","上平","tsiu1"
"啁","曾","丩","上平","tsiu1"
"週","曾","丩","上平","tsiu1"
"周","曾","丩","上平","tsiu1"
"賙","曾","丩","上平","tsiu1"
"州","曾","丩","上平","tsiu1"
"洲","曾","丩","上平","tsiu1"
"𥂕","曾","丩","上平","tsiu1"
"啾","曾","丩","上平","tsiu1"
"譸","曾","丩","上平","tsiu1"
"修","時","丩","上平","siu1"
"脩","時","丩","上平","siu1"
"𠈅","時","丩","上平","siu1"
"收","時","丩","上平","siu1"
"羞","時","丩","上平","siu1"
"饈","時","丩","上平","siu1"
"憂","英","丩","上平","iu1"
"優","英","丩","上平","iu1"
"耰","英","丩","上平","iu1"
"攸","英","丩","上平","iu1"
"悠","英","丩","上平","iu1"
"滺","英","丩","上平","iu1"
"幽","英","丩","上平","iu1"
"呦","英","丩","上平","iu1"
"麀","英","丩","上平","iu1"
"秋","出","丩","上平","tshiu1"
"𪺋","出","丩","上平","tshiu1"
"龝","出","丩","上平","tshiu1"
"楸","出","丩","上平","tshiu1"
"湫","出","丩","上平","tshiu1"
"揪","出","丩","上平","tshiu1"
"鞦","出","丩","上平","tshiu1"
"鶖","出","丩","上平","tshiu1"
"鰌","出","丩","上平","tshiu1"
"鰍","出","丩","上平","tshiu1"
"休","喜","丩","上平","hiu1"
"庥","喜","丩","上平","hiu1"
"不","喜","丩","上平","hiu1"
"咻","喜","丩","上平","hiu1"
"貅","喜","丩","上平","hiu1"
"鵂","喜","丩","上平","hiu1"
"烋","喜","丩","上平","hiu1"
"柳","柳","丩","上上","liu2"
"桺","柳","丩","上上","liu2"
"㧕","柳","丩","上上","liu2"
"㶯","柳","丩","上上","liu2"
"𩖴","柳","丩","上上","liu2"
"紐","柳","丩","上上","liu2"
"扭","柳","丩","上上","liu2"
"㺲","柳","丩","上上","liu2"
"鈕","柳","丩","上上","liu2"
"狃","柳","丩","上上","liu2"
"罶","柳","丩","上上","liu2"
"霤","柳","丩","上上","liu2"
"澑","柳","丩","上上","liu2"
"溜","柳","丩","上上","liu2"
"久","求","丩","上上","kiu2"
"九","求","丩","上上","kiu2"
"倃","求","丩","上上","kiu2"
"玖","求","丩","上上","kiu2"
"韭","求","丩","上上","kiu2"
"𩐁","求","丩","上上","kiu2"
"赳","求","丩","上上","kiu2"
"糾","求","丩","上上","kiu2"
"糺","求","丩","上上","kiu2"
"搝","氣","丩","上上","khiu2"
"𩈸","氣","丩","上上","khiu2"
"丑","他","丩","上上","thiu2"
"酒","曾","丩","上上","tsiu2"
"帚","曾","丩","上上","tsiu2"
"蜩","曾","丩","上上","tsiu2"
"蹂","入","丩","上上","jiu2"
"厹","入","丩","上上","jiu2"
"禸","入","丩","上上","jiu2"
"揉","入","丩","上上","jiu2"
"煣","入","丩","上上","jiu2"
"糅","入","丩","上上","jiu2"
"守","時","丩","上上","siu2"
"首","時","丩","上上","siu2"
"𩠐","時","丩","上上","siu2"
"手","時","丩","上上","siu2"
"糔","時","丩","上上","siu2"
"友","英","丩","上上","iu2"
"㕛","英","丩","上上","iu2"
"酉","英","丩","上上","iu2"
"有","英","丩","上上","iu2"
"丣","英","丩","上上","iu2"
"佑","英","丩","上上","iu2"
"莠","英","丩","上上","iu2"
"誘","英","丩","上上","iu2"
"羑","英","丩","上上","iu2"
"卣","英","丩","上上","iu2"
"槱","英","丩","上上","iu2"
"懮","英","丩","上上","iu2"
"䛻","英","丩","上上","iu2"
"牖","英","丩","上上","iu2"
"𨱯","文","丩","上上","biu2"
"侴","出","丩","上上","tshiu2"
"醜","出","丩","上上","tshiu2"
"朽","喜","丩","上上","hiu2"
"㱙","喜","丩","上上","hiu2"
"溜","柳","丩","上去","liu3"
"救","求","丩","上去","kiu3"
"捄","求","丩","上去","kiu3"
"究","求","丩","上去","kiu3"
"灸","求","丩","上去","kiu3"
"疚","求","丩","上去","kiu3"
"廏","求","丩","上去","kiu3"
"厩","求","丩","上去","kiu3"
"𧻁","氣","丩","上去","khiu3"
"䟬","氣","丩","上去","khiu3"
"晝","地","丩","上去","tiu3"
"咮","地","丩","上去","tiu3"
"𢓟","地","丩","上去","tiu3"
"呪","曾","丩","上去","tsiu3"
"咒","曾","丩","上去","tsiu3"
"僽","曾","丩","上去","tsiu3"
"秀","時","丩","上去","siu3"
"琇","時","丩","上去","siu3"
"宿","時","丩","上去","siu3"
"守","時","丩","上去","siu3"
"狩","時","丩","上去","siu3"
"獸","時","丩","上去","siu3"
"繡","時","丩","上去","siu3"
"綉","時","丩","上去","siu3"
"鏥","時","丩","上去","siu3"
"鏽","時","丩","上去","siu3"
"銹","時","丩","上去","siu3"
"首","時","丩","上去","siu3"
"幼","英","丩","上去","iu3"
"㓜","英","丩","上去","iu3"
"㑳","出","丩","上去","tshiu3"
"臭","出","丩","上去","tshiu3"
"甃","出","丩","上去","tshiu3"
"仆","喜","丩","上去","hiu3"
"齅","喜","丩","上去","hiu3"
"嗅","喜","丩","上去","hiu3"
"糗","喜","丩","上去","hiu3"
"流","柳","丩","下平","liu5"
"瑬","柳","丩","下平","liu5"
"旒","柳","丩","下平","liu5"
"鎏","柳","丩","下平","liu5"
"硫","柳","丩","下平","liu5"
"磂","柳","丩","下平","liu5"
"瑠","柳","丩","下平","liu5"
"琉","柳","丩","下平","liu5"
"榴","柳","丩","下平","liu5"
"遛","柳","丩","下平","liu5"
"瘤","柳","丩","下平","liu5"
"鶹","柳","丩","下平","liu5"
"騮","柳","丩","下平","liu5"
"駵","柳","丩","下平","liu5"
"劉","柳","丩","下平","liu5"
"瀏","柳","丩","下平","liu5"
"懰","柳","丩","下平","liu5"
"留","柳","丩","下平","liu5"
"求","求","丩","下平","kiu5"
"俅","求","丩","下平","kiu5"
"捄","求","丩","下平","kiu5"
"九","求","丩","下平","kiu5"
"仇","求","丩","下平","kiu5"
"逑","求","丩","下平","kiu5"
"球","求","丩","下平","kiu5"
"絿","求","丩","下平","kiu5"
"毬","求","丩","下平","kiu5"
"裘","求","丩","下平","kiu5"
"賕","求","丩","下平","kiu5"
"觩","求","丩","下平","kiu5"
"銶","求","丩","下平","kiu5"
"厹","求","丩","下平","kiu5"
"䊵","求","丩","下平","kiu5"
"鼽","求","丩","下平","kiu5"
"虯","求","丩","下平","kiu5"
"虬","求","丩","下平","kiu5"
"紬","地","丩","下平","tiu5"
"綢","地","丩","下平","tiu5"
"稠","地","丩","下平","tiu5"
"裯","地","丩","下平","tiu5"
"惆","地","丩","下平","tiu5"
"疇","地","丩","下平","tiu5"
"儔","地","丩","下平","tiu5"
"躊","地","丩","下平","tiu5"
"籌","地","丩","下平","tiu5"
"柔","入","丩","下平","jiu5"
"渘","入","丩","下平","jiu5"
"鰇","入","丩","下平","jiu5"
"猱","入","丩","下平","jiu5"
"揉","入","丩","下平","jiu5"
"䐓","入","丩","下平","jiu5"
"醻","時","丩","下平","siu5"
"酬","時","丩","下平","siu5"
"酧","時","丩","下平","siu5"
"犨","時","丩","下平","siu5"
"讎","時","丩","下平","siu5"
"仇","時","丩","下平","siu5"
"詶","時","丩","下平","siu5"
"囚","時","丩","下平","siu5"
"泅","時","丩","下平","siu5"
"酋","時","丩","下平","siu5"
"售","時","丩","下平","siu5"
"汓","時","丩","下平","siu5"
"魗","時","丩","下平","siu5"
"鯈","時","丩","下平","siu5"
"遒","時","丩","下平","siu5"
"攸","英","丩","下平","iu5"
"游","英","丩","下平","iu5"
"遊","英","丩","下平","iu5"
"斿","英","丩","下平","iu5"
"蝣","英","丩","下平","iu5"
"𥯞","英","丩","下平","iu5"
"尤","英","丩","下平","iu5"
"肬","英","丩","下平","iu5"
"訧","英","丩","下平","iu5"
"郵","英","丩","下平","iu5"
